"","Sub1","Gnas","Ctsd","Kif1a","Tcf25","Aldoa","Pkm","Slc25a3","Hspa8","Rpl41","Gabarapl1","Gm6682","Oxct1","Atp6v0c-ps2","Purb","Atp6v1a","Eif4g2","Rps27a","Ubc","Cltc","Tspan3","Aplp2","Lars2","Tspan7","Ndufa4","Sumo1","Rpl7","Dynlrb1","Ndufv3","Gstm5","Gm15421","Ndufa5","Cox7b","Rnasek","Uqcrh","Ndufb10","Eif4a2","Atp5j2","Ldhb","Atp5f1","Ndufa13","Uqcrc2","Ndufv2","Atp5j","Ndufa11","Ndufa6","Atp6v1f","Ndufb9","Akr1a1","Mdh1","Vdac3","Sod1","BC002163_loc1","Ndufb5","Hspe1","Gpx4","Cox4i1","Npm1","Myl12b","Hint1","Gpi1","Atp6v1e1","Atp5h","Gm5506_loc1","Gabarapl2","Atp5g3","Acot7","Tuba1b","Slc25a4","Chchd2","Atp5b","Prdx2","Ckb","Morf4l2","Tuba1a","Ran","Atp6ap2","Skp1a","Ppp2r1a","Cst3","Ubb","Mdh2","Ndufa12","Pgk1","Atp5a1","Atp5o","Ghitm","Uqcrq","Ndufb8","Cox6a1","Camk2n1","Slc1a2","H2afz","Ubl5","Timm8b","Vps29","Calm1","Ppia","Nap1l1","Grcc10","Tubb5","Rps28","Rps24","Rps15a-ps4","Rpl32","Rps20","Rplp1","Sumo2","Rpl39","Polr2l","Rps29","Cox8a","Vmp1","Tomm7","Tpi1","Atp5l","Atp5e","Mif","Atp5k","Cox7c","Cox6b1","Cox7a2","Usmg5","Cox6c","Atp6v1d","Nedd8","Atpif1","Atp5c1","Scg5","Ndufb4","Uqcr10","Nme1","Ndufc1","Cycs","2010107E04Rik","Ndufa1","Uqcr11","Meg3","Luc7l3","Pea15a","Ttc3","Gdi1","G3bp2","Arl6ip1","Hsp90aa1","Tmod2","Ywhaq","Atxn7l3b","Serinc1","Sparcl1","Hsp90ab1","Ywhaz","Matr3","Actg1","H3f3b","Actb","Gpm6a","Dynll1","Gpm6b","Gstp1","Itm2b","Fkbp1a","Sh3bgrl3","Calm2","Brk1","Nmt1","Capza2","Fth1","Tmsb4x","Slc22a17","Ywhab","Prkar1a","Psap","Tmem30a","Ncam1","Map1a","Dpysl2","Cfl1","App","Map1b","Syt11","Sptbn1","Cpe","Aplp1","2900097C17Rik","Ywhae","Rtn3","Serbp1","Eef1a1","Canx","Pja2","Calm3","Arf1","Trim2","Ppp3ca","Zeb2","Tppp","Tcf4","Gnao1","Gria2","Atp2b1","Rab6a","Ctsb","Prnp","Rtn4","Nptn","Prkcb","Kif1b","Atp2a2","Egr1","Scd2","Hmgcs1","Taldo1","Ctsl","Ptma","Ftl1","Cd81","1810037I17Rik","Prdx1","Malat1","Ptn","Pcdh9","Ptprd","Rnf7","Sf3b1","Eef1b2","Myeov2","Prrc2c","H3f3a","Rps12","Amd2","Ank3","Cisd1","Ndufs7","Oaz1-ps","Eef2","Hsp90b1","Metap2","Naca","Myl6","Sec61g","Ccdc88a","Gnb2l1","Gm15772","Eif4a1","Gabarap","Psmb6","Nme2","Spag9","Rpl23","Rpl19","Eif1","Rpl27","Mapt","Ddx5","Rpl38","Rpl36al","Actr10","Psma3","Erh","Srsf5","Rbm25","Dync1h1","Prpf4b","Hnrnpk","Ndufs6","Sdha","Cetn3","Rps23","Btf3","Vdac2","Selk","Spcs1","Hnrnpc","Dad1","Bnip3l","Tpt1","Mbnl2","Cct5","Pabpc1","Rpl8","Tnrc6b","Rbx1","Tmbim6","Pfdn5","Rpl31-ps12","Rpl35a","Cox17","Rpl24","Son","Gtf2h5","Mpc1","Psmb1","Tceb2","Gm6402","Ndufa7","Rps18","Cox7a2l","Paip2","Pura","Ndufa2","Rps14","BC031181","Ier3ip1","Fau","Hspa5","Rab14","Rpl35","Ssb","Dync1i2","Psmc3","Srp14","Serf2","Hypk","Dstn","Csnk2a1","Eif2s2","Rbm39","Top1","Serinc3","Psma7","Rps21","Sec62","Rps3a1","Csde1","Psma5","Sars","Sep-15","Zranb2","Sdcbp","Rab2a","Sfrs18","Dnaja1","Vcp","Atp6v1g1","Rps6","Tmem59","Scp2","Atp6v0b","Psmb2","Tmem50a","Srrm1","Cdc42","Eif4g3","Minos1","Sdhb","Park7","Kmt2e","Rpl5","Gm13826","Fis1","Arpc1a","Pdap1","Pomp","Hmgb1","Shfm1","Mrps33","Hnrnpa2b1","Cbx3","Mat2a","Cct7","Cnbp","Gm6654","Ndufa3","Rps9","Clcn4-2","Rps5","Rps16","Rpl13a","Ndufc2","Rps3","Fam168a","1110004F10Rik","Rps13","Eif3c","Rplp2","Lamp1","Tmem66","Clcn3","Uba52","Rpl18a","Ndufb7","Tecr","Vps35","Psmd7","Hsbp1","Map1lc3b","Elavl3","Sep-07","Rps25","Psma4","Rpl4","Ppib","Nedd4","Tma7","Rpsa","Ndufb11","Slc25a5","Atp6ap1","Atrx"
"1772066095_E07",58,55,6,24,18,134,35,20,79,26,17,20,9,51,14,62,9,5,43,14,17,12,38,28,27,3,6,4,11,15,7,22,19,14,11,10,17,17,20,8,12,9,16,12,14,7,16,10,26,31,5,11,6,4,7,7,19,5,14,7,31,30,4,44,6,31,15,26,52,17,39,16,46,9,62,3,11,17,23,94,22,13,5,17,25,16,26,22,15,2,22,56,8,8,8,9,181,66,6,21,12,9,7,4,11,3,25,9,7,17,31,38,0,10,30,13,26,38,21,35,22,16,42,41,22,11,22,8,33,20,14,14,9,10,22,9,19,270,9,31,70,22,30,20,158,20,23,17,44,55,187,42,13,61,13,122,62,48,33,16,68,39,21,113,7,16,13,36,64,42,40,28,31,4,33,18,13,22,103,72,60,34,82,51,58,33,48,11,39,16,37,61,16,40,92,16,9,28,29,90,107,20,9,56,18,27,57,34,16,28,19,8,6,3,33,2,17,6,14,1227,8,7,1,10,15,9,20,8,7,2,14,35,7,8,18,10,29,10,8,17,9,15,8,5,21,10,6,9,8,7,8,14,9,16,24,9,7,10,6,8,7,12,24,3,10,8,4,6,7,10,3,5,6,2,9,10,13,14,6,33,8,7,4,15,6,16,9,11,16,36,10,4,14,15,5,13,12,12,4,18,11,7,4,5,18,9,10,9,8,20,8,9,8,7,13,8,8,16,12,9,14,8,15,16,19,4,11,6,5,9,8,5,11,20,8,11,9,10,23,4,4,14,7,11,9,10,18,8,9,10,9,16,15,4,9,8,8,18,21,7,14,10,9,20,9,13,8,13,9,12,13,9,6,13,6,5,9,3,6,11,5,3,25,9,8,11,4,8,21,8,12,25,6,10,6,7,9,5,11,7
"1772071036_F12",52,29,19,17,17,77,16,10,43,7,14,17,14,46,5,35,15,2,12,9,11,4,9,11,28,22,7,11,18,9,13,17,20,10,15,10,35,20,7,19,15,15,17,11,10,16,14,17,10,24,9,8,9,8,8,13,28,7,21,21,20,19,14,34,15,15,16,25,59,15,36,14,15,16,51,10,17,32,15,272,24,11,12,23,18,21,14,14,12,9,36,4,6,11,8,7,238,145,12,14,7,23,10,9,21,8,27,12,6,7,33,35,6,11,35,29,24,28,28,28,22,22,48,23,16,9,28,14,34,10,16,25,16,22,17,21,16,103,9,18,57,18,12,24,90,6,22,7,49,10,109,73,18,52,16,83,91,44,33,16,53,39,15,208,14,21,16,69,123,20,28,16,14,10,17,7,19,11,79,41,21,33,72,38,38,17,26,10,32,16,32,42,23,27,75,14,9,25,18,77,92,11,5,43,19,24,47,40,17,5,11,14,7,3,23,14,11,3,2,981,1,3,10,5,21,6,12,14,4,4,12,21,13,7,14,3,21,11,8,14,12,4,8,5,23,3,12,6,3,7,14,11,4,7,37,6,13,5,8,10,5,13,11,7,13,10,12,12,7,6,4,9,9,8,9,10,13,14,6,16,11,6,6,6,12,11,4,13,8,38,16,12,9,16,12,13,16,5,5,11,9,6,7,9,20,9,15,14,5,10,13,11,12,11,10,2,16,11,14,13,14,5,20,18,11,8,8,10,10,11,15,12,13,12,8,11,7,6,15,15,9,10,16,15,6,7,7,2,8,10,5,14,10,8,16,4,5,18,10,5,5,16,20,12,7,5,15,4,9,7,11,5,8,8,13,15,2,11,7,8,19,4,15,8,15,29,10,6,11,4,9,26,2,9,14,6,10,7,12,10
"1772071044_A09",29,48,3,6,10,60,15,21,71,2,13,21,16,26,8,37,14,5,17,10,10,9,6,7,40,7,3,13,13,6,8,14,15,6,10,8,28,17,18,22,12,10,4,16,8,9,12,10,10,49,9,9,11,10,8,5,19,9,16,6,14,26,10,15,6,18,28,13,49,10,43,10,7,12,66,7,16,12,15,6,10,21,17,14,29,13,15,7,8,13,26,4,6,4,8,7,205,125,11,8,12,10,5,2,9,3,16,13,2,6,24,15,6,4,20,11,14,17,14,21,23,23,30,22,11,11,23,14,27,7,16,18,3,27,11,16,27,44,4,10,65,24,17,27,104,13,10,23,48,4,93,57,9,60,8,51,50,32,18,14,45,41,5,188,9,6,9,32,34,11,36,24,8,14,8,5,21,2,77,72,27,16,84,11,52,21,23,7,24,18,34,28,12,33,41,11,28,24,12,45,61,18,11,50,25,19,62,13,12,1,9,4,3,3,4,2,5,1,10,266,0,6,7,5,7,4,18,6,1,2,3,9,6,10,21,3,10,6,7,17,5,1,5,6,10,1,9,3,3,4,8,7,3,8,12,8,6,12,4,3,1,9,9,0,18,6,7,3,1,2,8,3,9,6,4,8,11,14,5,3,8,5,13,7,9,6,1,9,7,25,3,10,12,12,3,9,6,7,2,11,12,4,11,5,20,15,12,14,8,8,8,13,3,3,10,6,8,8,8,9,9,2,15,10,9,3,7,5,5,5,7,7,19,17,6,7,1,1,16,6,13,3,23,7,8,17,8,8,8,8,2,11,5,10,7,8,9,11,9,3,2,8,7,17,7,3,4,6,10,11,10,14,6,9,9,8,2,9,10,11,9,9,14,7,10,17,6,5,16,6,10,9,0,6,7,9,10,5,8,12
"1772067059_D05",62,21,4,6,19,106,32,20,74,9,15,24,21,51,4,45,10,2,18,12,24,2,1,10,56,9,3,17,15,12,12,20,16,21,8,15,45,21,9,25,28,14,15,20,12,17,10,11,20,64,9,6,12,18,13,16,24,10,18,21,21,26,12,46,13,40,17,36,76,16,48,20,22,26,76,13,22,31,32,9,17,26,16,14,35,21,21,27,15,18,15,5,12,19,11,13,281,155,15,20,18,19,11,6,17,8,30,16,7,17,35,51,8,12,55,30,24,32,24,25,35,34,77,24,18,20,25,23,44,23,15,19,22,31,25,13,26,84,6,20,52,25,26,29,91,13,28,25,68,19,103,52,22,68,17,101,99,62,19,31,64,58,24,227,12,23,16,96,165,20,39,11,8,18,14,10,21,19,77,39,31,26,73,29,30,20,19,25,25,8,41,53,27,21,99,18,11,29,14,77,128,17,4,44,21,29,84,13,27,4,8,13,3,6,14,9,12,5,19,502,0,4,9,6,11,8,13,3,4,7,11,18,10,18,22,7,26,9,13,12,4,6,7,6,20,3,15,10,8,5,6,24,8,12,32,14,9,15,15,12,9,10,10,6,19,17,10,7,8,10,7,17,23,10,17,8,18,9,18,10,9,12,6,8,16,13,8,13,5,35,17,12,15,18,8,8,8,5,5,13,9,5,21,7,33,21,13,12,9,7,12,12,5,12,11,11,15,11,8,12,12,7,22,19,4,11,4,7,8,14,11,17,15,14,4,13,9,4,26,15,14,4,25,11,12,9,15,6,2,11,15,29,10,3,16,8,6,5,12,6,8,23,14,20,6,10,7,19,17,8,8,12,13,11,14,17,6,14,7,12,16,6,27,4,9,15,14,10,19,9,5,17,1,9,16,6,19,9,12,9
"1772067058_A11",34,43,7,15,24,61,24,13,38,11,22,10,5,46,8,40,9,4,11,16,16,7,11,18,26,5,1,5,6,7,5,20,22,7,6,6,31,11,9,5,18,6,4,7,5,3,4,9,4,26,4,7,6,9,5,3,27,1,18,9,10,15,11,28,3,15,7,19,45,10,25,10,13,6,39,5,19,17,12,13,5,11,7,6,20,11,12,10,7,8,13,7,12,5,2,2,148,56,12,5,5,7,6,1,14,5,26,12,6,3,25,5,4,5,23,14,15,23,13,13,8,18,27,18,15,10,8,12,21,14,11,13,6,15,18,7,8,215,11,11,77,24,14,18,128,11,8,9,40,5,91,35,21,64,27,56,62,24,29,11,37,37,11,103,7,11,5,35,41,34,30,16,27,11,29,13,19,19,83,55,33,23,79,26,46,27,24,19,50,15,36,42,8,21,51,14,1,30,18,69,68,20,4,53,32,41,89,20,15,10,8,4,2,1,10,9,5,2,6,1100,1,10,7,1,11,7,8,12,4,6,6,25,4,6,11,14,31,6,6,13,4,6,6,11,12,4,9,2,7,8,13,10,7,18,28,10,9,5,3,4,11,15,11,4,10,7,8,2,2,6,3,8,9,4,4,2,18,16,10,6,7,13,2,6,2,10,0,6,8,31,6,7,11,9,6,5,11,10,5,9,12,7,7,7,15,3,14,12,6,11,2,8,4,9,10,4,13,11,10,6,13,4,14,14,10,5,7,4,9,5,12,7,20,9,2,6,7,1,14,6,9,10,8,6,8,2,5,6,5,14,1,15,10,3,11,2,5,13,10,2,5,6,11,13,5,10,10,9,4,8,11,12,5,5,11,4,2,7,11,6,15,3,10,10,13,15,4,13,20,6,9,11,3,21,10,10,6,6,17,22
"1772071044_E12",80,74,7,15,18,128,34,26,92,9,22,43,18,70,8,89,23,14,26,18,22,9,55,9,63,13,9,9,18,4,13,34,12,11,25,12,34,27,7,18,31,15,7,26,6,10,7,11,16,42,11,13,11,9,7,10,19,6,18,28,18,38,16,48,15,39,9,26,58,20,51,19,17,23,74,14,23,11,16,9,24,23,12,16,45,22,24,28,11,5,31,7,20,3,8,9,313,105,13,20,20,17,4,3,22,4,18,13,12,13,40,21,7,16,31,10,29,21,27,26,33,23,42,27,26,15,20,19,36,29,19,25,19,35,18,10,24,178,12,34,71,30,27,30,176,17,28,43,73,24,127,67,20,91,24,101,79,41,19,24,70,54,23,203,18,18,7,62,138,35,31,28,32,26,25,9,27,17,160,50,35,32,146,52,68,37,54,20,45,20,68,83,24,38,109,26,9,33,28,114,107,27,10,79,34,49,91,39,48,8,14,11,7,0,16,8,7,2,9,1121,1,9,8,2,11,14,21,2,11,5,20,21,9,11,17,12,16,19,2,17,3,9,4,13,30,4,17,4,6,18,13,11,9,10,30,21,5,7,9,10,9,13,12,4,14,11,10,5,7,7,7,5,6,10,7,2,11,19,17,24,9,13,5,7,9,5,11,6,6,27,19,7,12,19,3,11,7,4,1,10,15,10,6,8,23,17,19,17,8,17,8,11,4,10,17,9,23,16,5,6,15,9,28,12,15,7,10,4,5,10,19,8,19,15,9,17,8,7,20,12,11,8,16,19,10,16,14,9,11,16,6,20,8,7,9,6,12,31,15,9,11,11,15,21,13,4,12,13,11,7,11,4,7,14,15,15,9,7,11,26,17,17,10,15,10,13,8,7,16,14,11,19,5,24,11,6,11,9,26,16
"1772067076_D06",125,68,19,39,36,203,58,53,170,35,36,35,24,91,23,73,11,10,32,14,22,10,5,8,66,12,13,24,31,8,23,37,35,29,59,30,72,64,27,30,38,25,26,36,31,27,13,32,21,87,20,27,33,35,16,23,77,10,31,43,25,60,48,79,25,63,46,98,138,52,108,32,31,26,122,24,26,32,37,13,30,44,27,29,70,43,24,42,27,41,24,5,15,29,12,10,407,240,36,38,37,33,25,17,29,20,80,21,21,13,59,94,4,22,80,45,51,37,57,82,64,47,86,47,45,23,60,45,47,34,38,31,25,39,43,37,46,751,27,51,167,36,28,60,267,28,38,35,43,28,232,82,34,102,30,182,99,107,26,50,75,68,45,252,27,36,15,115,230,49,51,21,46,20,45,25,16,31,165,77,34,37,72,56,48,38,40,30,52,14,82,91,22,18,116,23,10,41,33,122,143,18,5,81,24,33,97,31,11,15,7,10,11,5,29,17,5,4,8,1145,16,18,8,5,18,15,26,13,18,17,15,27,15,18,25,22,43,18,13,18,17,18,17,23,24,10,16,14,11,26,25,29,15,34,42,31,25,19,11,20,15,35,24,11,21,18,29,12,12,15,18,12,17,16,19,7,34,14,18,18,29,15,15,10,17,39,11,19,22,44,18,12,24,33,16,17,18,12,6,34,22,18,21,14,39,21,15,23,16,34,21,20,6,14,27,16,37,22,21,9,16,13,29,36,27,16,18,9,24,22,21,25,32,34,15,26,13,2,40,13,19,11,36,23,21,25,20,16,23,22,15,36,38,15,24,21,16,35,25,16,14,25,21,45,17,15,20,27,24,19,36,9,9,32,27,32,4,15,12,19,22,13,43,18,28,18,19,17,38,26,15,39,15,13,33,17,29,15,37,34
"1772066076_H02",54,39,3,17,14,80,24,12,84,13,15,33,15,53,10,55,9,4,12,11,21,7,20,15,40,7,6,10,12,6,8,10,8,11,8,13,42,20,14,18,12,13,11,15,10,14,13,11,30,31,11,14,11,8,6,14,33,8,21,17,14,29,14,20,11,33,10,23,55,21,40,16,14,15,89,14,24,22,23,19,16,19,6,16,25,12,10,24,14,15,18,6,2,15,15,15,233,163,16,15,20,19,9,14,17,14,34,27,7,12,39,36,6,6,38,19,25,34,20,25,30,29,29,25,29,11,33,5,44,13,12,24,7,18,25,14,18,93,18,17,61,19,18,18,111,14,30,19,53,16,128,65,31,65,19,63,109,56,18,25,65,54,8,152,20,16,13,61,102,21,37,14,13,15,20,8,23,17,79,31,31,31,70,26,43,27,29,16,38,18,43,32,21,25,78,22,6,25,17,93,57,13,3,54,9,14,39,24,12,6,16,5,13,9,16,4,11,1,8,463,4,3,3,5,15,18,13,7,6,8,14,22,10,5,19,13,17,7,3,16,11,9,6,8,16,14,8,2,6,10,17,11,8,13,34,14,9,9,5,13,4,10,13,7,18,12,7,8,8,17,10,8,7,7,18,7,19,16,10,13,14,3,7,9,14,11,6,15,10,17,10,7,15,17,16,15,9,7,8,11,13,9,4,7,23,17,32,12,11,14,5,24,14,13,13,11,14,21,19,13,7,6,17,21,15,13,12,5,17,12,9,8,26,20,10,9,13,7,19,11,11,9,23,10,8,12,9,7,9,15,7,25,13,10,14,17,8,22,12,4,11,13,15,21,10,4,16,15,1,11,18,3,14,13,13,16,6,16,5,6,20,11,16,9,15,21,10,9,22,14,6,17,6,13,13,14,4,9,18,9
"1772066099_A07",79,36,9,26,24,92,27,29,54,9,15,20,16,57,30,83,9,11,18,14,17,10,8,22,46,22,2,16,11,8,14,28,13,16,27,19,37,29,19,28,22,29,19,31,13,17,29,12,22,52,17,17,16,9,9,8,38,2,21,29,19,28,13,49,23,48,18,23,70,38,60,19,24,21,88,21,29,33,26,40,9,21,19,20,34,13,21,14,21,27,17,60,16,17,10,15,255,136,14,18,26,29,12,9,19,19,38,28,10,15,40,84,4,12,48,32,32,33,34,41,32,44,55,33,29,16,34,24,54,10,20,17,26,52,31,10,33,87,6,31,90,31,20,38,119,26,26,22,75,48,151,92,27,78,22,118,101,83,35,28,63,59,34,209,17,20,14,97,134,26,47,21,19,16,29,8,31,17,80,58,22,28,105,36,57,19,29,13,31,21,49,61,22,37,79,20,11,25,45,107,71,21,8,83,18,26,74,44,11,14,13,8,5,8,22,9,9,6,10,571,25,4,4,6,17,17,19,16,4,9,12,15,15,7,13,20,20,17,9,20,10,9,15,9,26,5,8,7,7,14,13,30,8,16,30,19,8,6,6,16,7,6,10,2,25,14,6,5,11,13,5,13,4,11,12,3,19,9,11,10,11,9,4,9,7,26,4,12,14,32,18,10,10,18,14,12,13,8,5,10,13,12,8,16,26,19,19,24,7,20,13,20,13,2,8,8,8,28,16,5,15,11,18,29,20,6,20,5,11,17,7,10,19,23,6,9,13,2,22,5,9,11,42,12,9,8,7,6,3,7,10,25,17,8,13,9,15,12,19,14,10,14,15,15,7,6,12,14,12,17,19,21,10,16,17,19,2,12,8,14,22,5,15,20,11,31,6,8,20,16,9,25,8,15,21,9,18,10,15,18
"1772066074_B02",82,39,2,13,17,81,24,23,51,9,16,8,15,62,9,34,11,10,9,14,16,12,14,9,77,17,12,26,13,16,24,28,51,27,24,18,48,38,17,31,30,14,20,37,25,14,19,30,16,68,14,8,10,16,25,13,60,10,26,31,17,37,23,35,19,44,17,21,72,19,44,18,18,11,74,11,28,33,17,21,21,18,26,15,24,27,15,24,21,9,12,5,12,14,21,23,289,223,24,31,9,40,19,13,21,11,38,23,18,19,60,51,11,17,33,45,35,43,50,48,60,50,89,46,23,24,43,32,55,22,35,29,15,42,30,12,34,99,1,26,54,13,21,31,92,10,24,16,63,11,90,56,10,65,18,58,114,91,23,20,64,93,25,283,22,14,13,73,224,16,23,13,19,23,14,12,9,9,62,32,30,26,91,45,60,14,25,10,29,16,26,37,17,24,56,11,9,17,17,87,64,14,2,54,18,25,53,22,20,3,8,4,8,3,13,12,5,2,7,1035,4,1,6,8,10,16,16,11,14,3,5,21,15,11,32,7,9,8,14,16,11,6,6,8,13,8,8,10,7,15,11,9,4,7,16,20,13,11,12,10,2,9,12,4,11,11,8,11,9,13,7,12,15,7,11,10,21,15,4,6,9,7,12,6,14,15,4,11,16,37,18,19,16,16,16,14,8,13,6,9,26,6,18,12,32,10,12,27,10,19,12,32,14,12,16,13,10,11,7,11,13,11,26,19,8,7,6,4,17,16,14,5,21,8,11,14,14,2,19,14,17,1,22,11,20,19,11,6,9,8,15,21,18,15,13,17,18,19,15,3,5,12,15,27,4,4,12,23,8,14,21,6,17,19,12,18,4,12,4,8,21,10,33,11,14,25,15,1,17,23,10,24,9,5,24,11,22,6,21,12
"1772071044_A07",54,58,21,19,16,69,20,27,58,13,13,24,10,57,15,95,19,5,28,7,35,16,61,73,32,10,7,19,5,15,9,11,12,17,14,9,35,17,20,9,13,9,8,5,7,9,4,16,15,33,6,11,12,5,8,10,20,7,15,7,10,29,4,17,9,13,25,26,47,18,34,11,21,19,104,13,15,20,14,218,10,16,11,13,32,7,18,10,11,13,46,99,8,4,11,10,214,58,13,15,39,18,3,3,8,6,26,12,12,10,15,26,11,6,27,12,21,17,13,26,16,10,23,29,16,8,16,10,19,16,5,28,12,16,17,6,6,126,25,42,77,25,37,30,135,28,20,37,66,86,137,51,30,64,17,98,120,54,30,16,104,46,13,148,8,16,7,42,57,51,47,21,24,19,30,14,34,30,137,48,64,50,180,52,60,48,42,28,54,18,54,52,23,50,69,29,10,27,38,157,89,19,12,98,26,39,69,28,27,3,19,7,4,4,10,10,15,2,17,814,17,8,8,6,8,14,15,17,12,7,7,18,12,9,7,16,22,16,5,17,3,32,6,14,42,5,8,11,15,5,11,12,5,16,49,17,10,10,4,10,10,14,11,5,6,8,8,2,4,9,8,12,4,10,6,4,16,13,10,16,10,6,9,13,11,8,6,9,9,35,12,6,12,13,4,7,8,3,4,22,9,11,7,9,11,18,20,28,11,18,4,8,11,6,11,4,14,12,8,20,8,5,17,17,22,12,14,16,14,8,15,11,16,24,8,13,11,3,16,8,4,8,18,19,14,9,11,7,8,9,4,26,7,3,7,5,3,16,11,24,12,20,12,10,7,13,9,11,11,11,10,13,3,8,17,8,13,9,13,11,17,1,17,10,16,18,9,13,18,9,5,13,3,18,14,7,9,12,16,18
"1772066077_B07",45,30,5,22,12,55,12,18,23,7,15,7,11,46,11,46,8,4,8,8,16,6,1,13,43,8,6,14,11,9,13,12,21,13,12,9,34,22,8,27,15,14,7,18,14,15,8,14,8,55,8,9,3,15,8,18,42,6,16,29,16,19,13,40,16,33,10,38,41,37,37,20,15,15,50,8,13,24,7,20,5,13,17,16,19,19,17,12,16,22,15,11,13,8,6,11,186,131,14,23,6,26,7,10,20,14,36,22,15,4,27,48,2,18,38,30,19,23,19,34,32,32,55,34,18,11,12,14,36,9,14,15,12,18,23,9,23,345,10,11,52,16,11,30,75,13,5,15,38,24,93,42,15,55,24,63,69,66,25,14,46,36,8,159,17,12,12,63,95,17,27,11,27,18,30,11,30,8,82,30,44,16,61,34,40,5,28,13,23,22,13,31,19,17,51,20,10,46,18,100,96,12,7,44,24,32,72,37,36,14,11,2,6,3,11,9,6,3,8,849,3,4,7,2,17,11,14,8,11,8,8,24,16,11,24,11,21,4,6,11,6,8,5,10,18,6,8,4,6,8,7,15,4,9,21,3,13,5,10,5,4,9,8,6,11,9,5,3,8,13,6,10,15,9,10,9,13,11,7,11,9,7,12,6,11,11,1,8,11,29,7,9,14,9,9,6,11,6,10,6,11,4,10,5,17,4,14,10,8,19,8,12,10,8,8,11,9,8,7,10,4,9,13,18,8,13,5,6,12,7,15,4,10,10,10,11,6,4,12,7,10,7,25,5,10,8,7,16,10,6,9,7,9,8,10,8,11,10,11,4,0,5,17,11,9,9,10,10,9,9,8,7,7,11,11,24,5,17,7,10,16,4,17,6,3,12,5,11,14,18,9,10,11,7,10,4,14,6,13,8
"1772066080_H11",94,40,2,22,21,92,37,17,95,10,22,12,16,43,10,76,16,10,28,16,27,3,15,12,34,7,15,24,9,12,14,13,21,15,19,9,49,40,23,22,26,22,13,30,8,19,15,15,17,37,14,12,14,15,15,12,36,18,23,30,30,33,22,50,16,41,19,23,76,37,53,27,35,22,55,16,21,38,30,100,22,13,18,25,46,15,27,17,17,29,30,23,9,11,15,7,274,145,20,20,20,43,28,17,42,25,62,17,27,15,47,70,4,22,51,31,29,37,32,36,43,34,42,30,31,8,29,26,45,12,14,29,13,22,25,15,26,123,15,26,70,19,23,27,167,25,16,17,60,33,191,85,23,104,20,147,108,72,35,25,93,70,20,221,26,23,20,131,196,23,40,16,22,18,17,11,7,24,102,41,33,22,137,33,53,35,27,20,36,16,48,74,31,40,126,27,13,27,16,72,108,21,8,88,12,33,85,27,34,22,6,7,8,9,35,12,15,6,13,615,12,2,4,3,14,24,17,5,10,18,22,17,17,8,21,11,33,16,11,23,14,19,13,13,32,11,16,14,6,25,18,16,17,15,32,19,8,12,16,14,7,24,13,2,17,15,21,4,7,13,12,11,10,23,14,13,18,20,15,30,20,11,15,9,9,27,7,18,21,20,16,18,19,20,21,19,21,12,4,9,17,16,12,14,32,18,19,21,18,18,14,12,8,4,16,12,20,13,15,10,11,11,23,38,12,13,12,14,17,15,16,1,21,20,14,19,8,12,15,14,10,8,24,15,14,15,16,6,14,18,11,24,12,9,13,17,6,18,15,17,18,24,35,20,9,18,25,28,37,18,31,10,13,19,17,54,6,8,16,10,32,8,22,17,5,12,10,8,22,16,10,30,8,12,22,23,13,16,21,19
"1772066099_B05",38,70,2,18,29,63,29,25,54,12,20,21,22,41,18,43,13,8,10,20,13,8,9,18,48,12,10,14,13,3,10,16,20,8,15,8,52,13,11,21,26,16,9,14,6,9,10,19,15,41,8,12,11,12,5,4,27,5,14,29,22,21,8,43,16,40,21,35,50,27,45,12,18,12,49,15,22,21,18,11,16,15,13,19,23,22,15,30,12,17,24,12,8,17,10,17,221,115,11,21,29,21,11,7,10,16,31,13,9,7,28,48,5,13,29,20,26,22,26,27,19,31,32,27,19,16,25,12,27,17,14,8,15,19,14,17,13,201,11,17,102,24,20,20,159,21,21,17,61,15,137,76,28,85,21,113,93,67,20,26,56,54,13,185,17,15,18,58,86,26,49,19,36,22,31,19,16,7,129,52,38,40,76,43,57,32,20,21,36,22,44,47,22,18,66,21,13,42,27,107,141,16,4,69,22,35,85,42,24,4,12,8,6,1,22,14,7,7,8,387,4,9,1,1,5,8,14,12,5,6,10,14,16,7,8,11,49,8,9,20,3,11,8,7,16,9,7,12,10,12,6,11,6,21,28,14,9,7,10,6,5,15,20,7,12,6,9,3,7,4,8,11,9,14,16,13,16,11,5,13,14,3,16,5,7,13,2,15,7,25,10,7,10,13,11,12,5,3,9,6,14,6,7,11,18,9,31,11,11,11,8,18,10,7,11,9,9,16,11,3,12,5,14,14,16,9,12,3,16,9,12,15,24,16,4,10,7,3,22,10,9,12,21,14,6,7,10,7,7,7,3,14,17,9,16,7,2,20,12,4,10,19,8,11,8,10,13,10,10,15,16,18,10,10,19,15,4,5,13,13,7,8,15,13,19,20,16,10,33,5,11,14,3,10,12,12,9,6,14,12
